timestamp,ip_address,username,endpoint,user_agent,status_code,country,response_time,device_id,is_malicious,campaign_id,attack_type
2026-09-23 08:00:09,192.168.38.8,rachel983@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",401,AU,173,dev_31499,0,benign,benign
2026-09-23 08:00:10,192.168.17.30,grace@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,AU,66,dev_48138,0,benign,benign
2026-09-23 08:00:10,172.16.6.146,alex@techhub.io,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,198,dev_79355,0,benign,benign
2026-09-23 08:00:10,192.168.48.54,elena@corp.local,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,136,dev_62162,0,benign,benign
2026-09-23 08:00:11,192.168.37.129,wendy@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,77,dev_74751,0,benign,benign
2026-09-23 08:00:12,192.168.9.137,tarun240@techhub.io,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,200,dev_80560,0,benign,benign
2026-09-23 08:00:12,192.168.10.94,james587@example.com,/login,safari-mobile,200,AU,67,dev_17736,0,benign,benign
2026-09-23 08:00:13,172.16.11.111,elena622@techhub.io,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,FR,150,dev_76227,0,benign,benign
2026-09-23 08:00:13,192.168.25.119,brian415@techhub.io,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,401,JP,424,dev_57652,0,benign,benign
2026-09-23 08:00:14,192.168.14.93,priya346@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,IN,153,dev_87822,0,benign,benign
2026-09-23 08:00:14,192.168.14.249,emma@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,US,63,dev_45985,0,benign,benign
2026-09-23 08:00:14,192.168.29.77,victor@cloudsec.org,/api/v1/auth/login,chrome 120,200,FR,147,dev_26366,0,benign,benign
2026-09-23 08:00:15,192.168.4.174,karen@mailservice.net,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,JP,173,dev_54845,0,benign,benign
2026-09-23 08:00:16,172.16.13.21,elena@corp.local,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,CA,156,dev_62162,0,benign,benign
2026-09-23 08:00:17,172.16.14.109,priya@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,US,169,dev_89071,0,benign,benign
2026-09-23 08:00:17,192.168.20.45,ananya@corp.local,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",401,DE,282,dev_83912,0,benign,benign
2026-09-23 08:00:17,192.168.45.178,brian@corp.local,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,US,118,dev_71263,0,benign,benign
2026-09-23 08:00:18,192.168.40.98,david@techhub.io,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,US,151,dev_49650,0,benign,benign
2026-09-23 08:00:20,192.168.21.189,wendy986@cloudsec.org,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,JP,156,dev_74392,0,benign,benign
2026-09-23 08:00:20,192.168.46.40,daniel@example.com,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,US,185,dev_33187,0,benign,benign
2026-09-23 08:00:21,192.168.14.247,zach091@cloudsec.org,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,CA,97,dev_48918,0,benign,benign
2026-09-23 08:00:21,192.168.9.128,laura@cloudsec.org,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,IN,156,dev_46831,0,benign,benign
2026-09-23 08:00:22,192.168.43.22,felix@example.com,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,JP,145,dev_30687,0,benign,benign
2026-09-23 08:00:23,192.168.36.144,hannah521@corp.local,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,JP,67,dev_96375,0,benign,benign
2026-09-23 08:00:23,192.168.11.18,priya@corp.local,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,US,137,dev_46715,0,benign,benign
2026-09-23 08:00:23,192.168.16.197,yasmin@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,183,dev_75288,0,benign,benign
2026-09-23 08:00:23,192.168.2.156,isabella@example.com,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,IN,191,dev_86681,0,benign,benign
2026-09-23 08:00:24,192.168.20.114,oscar@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,GB,168,dev_16870,0,benign,benign
2026-09-23 08:00:24,192.168.29.35,priya@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,US,78,dev_89071,0,benign,benign
2026-09-23 08:00:24,192.168.48.54,elena@corp.local,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,DE,198,dev_62162,0,benign,benign
2026-09-23 08:00:25,192.168.14.187,peter462@example.com,/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,DE,84,dev_32742,0,benign,benign
2026-09-23 08:00:26,192.168.32.8,liam@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,108,dev_28726,0,benign,benign
2026-09-23 08:00:27,192.168.29.39,alice@cloudsec.org,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,FR,145,dev_52626,0,benign,benign
2026-09-23 08:00:27,192.168.3.245,xander@techhub.io,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,169,dev_84209,0,benign,benign
2026-09-23 08:00:28,192.168.45.121,aravind@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,FR,181,dev_87068,0,benign,benign
2026-09-23 08:00:28,172.16.3.33,tarun997@techhub.io,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,216,dev_52922,0,benign,benign
2026-09-23 08:00:31,192.168.13.65,hannah@mailservice.net,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,186,dev_32670,0,benign,benign
2026-09-23 08:00:31,192.168.16.197,yasmin@techhub.io,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,JP,104,dev_75288,0,benign,benign
2026-09-23 08:00:32,192.168.50.157,thomas403@corp.local,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,AU,134,dev_18185,0,benign,benign
2026-09-23 08:00:32,192.168.46.253,marcus518@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,GB,103,dev_74920,0,benign,benign
2026-09-23 08:00:33,192.168.27.135,xander@example.com,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,JP,182,dev_50166,0,benign,benign
2026-09-23 08:00:33,192.168.31.125,claire@example.com,/login,chrome 120,401,GB,350,dev_98185,0,benign,benign
2026-09-23 08:00:34,192.168.49.135,paula@corp.local,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,JP,96,dev_39500,0,benign,benign
2026-09-23 08:00:35,192.168.49.131,zach@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,DE,148,dev_60351,0,benign,benign
2026-09-23 08:00:35,192.168.30.37,zach@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,165,dev_11669,0,benign,benign
2026-09-23 08:00:35,192.168.19.69,wendy393@mailservice.net,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,US,75,dev_82910,0,benign,benign
2026-09-23 08:00:37,192.168.26.249,oscar@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,US,74,dev_58908,0,benign,benign
2026-09-23 08:00:38,192.168.27.71,elena@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,DE,112,dev_25953,0,benign,benign
2026-09-23 08:00:39,192.168.40.235,thomas@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,CA,176,dev_99205,0,benign,benign
2026-09-23 08:00:39,192.168.29.126,laura686@corp.local,/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,IN,217,dev_55977,0,benign,benign
2026-09-23 08:00:40,192.168.1.26,julia@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,US,137,dev_66466,0,benign,benign
2026-09-23 08:00:40,192.168.43.185,kevin@mailservice.net,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,JP,187,dev_84511,0,benign,benign
2026-09-23 08:00:41,192.168.10.67,alice@mailservice.net,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,US,121,dev_40785,0,benign,benign
2026-09-23 08:00:41,192.168.21.119,daniel@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,FR,133,dev_82498,0,benign,benign
2026-09-23 08:00:41,192.168.31.38,quinn@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,193,dev_93914,0,benign,benign
2026-09-23 08:00:41,192.168.43.38,laura@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,165,dev_85938,0,benign,benign
2026-09-23 08:00:42,192.168.49.135,rachel946@techhub.io,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,120,dev_54960,0,benign,benign
2026-09-23 08:00:42,192.168.9.184,priya@example.com,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,128,dev_71506,0,benign,benign
2026-09-23 08:00:43,192.168.37.201,frank389@example.com,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,129,dev_35927,0,benign,benign
2026-09-23 08:00:44,192.168.28.7,victor195@example.com,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,GB,120,dev_31880,0,benign,benign
2026-09-23 08:00:46,192.168.45.249,isabella@cloudsec.org,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0) Chrome/120.0 Safari/537.36 ,200,IN,102,dev_34670,0,benign,benign
2026-09-23 08:00:48,172.16.15.89,mia@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,JP,208,dev_92168,0,benign,benign
2026-09-23 08:00:48,192.168.50.72,sneha@example.com,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,IN,203,dev_38885,0,benign,benign
2026-09-23 08:00:48,192.168.22.248,george895@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,217,dev_34535,0,benign,benign
2026-09-23 08:00:49,192.168.18.230,wendy@mailservice.net,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,IN,94,dev_29815,0,benign,benign
2026-09-23 08:00:49,192.168.21.150,george@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",401,US,211,dev_68538,0,benign,benign
2026-09-23 08:00:49,192.168.30.37,zach@mailservice.net,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,AU,156,dev_11669,0,benign,benign
2026-09-23 08:00:50,192.168.8.239,brian664@mailservice.net,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,US,82,dev_19684,0,benign,benign
2026-09-23 08:00:52,192.168.1.133,james897@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,JP,161,dev_86865,0,benign,benign
2026-09-23 08:00:52,192.168.23.250,david071@mailservice.net,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,IN,64,dev_72111,0,benign,benign
2026-09-23 08:00:53,192.168.11.18,priya@corp.local,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,AU,178,dev_46715,0,benign,benign
2026-09-23 08:00:54,192.168.27.80,oscar070@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,GB,85,dev_31840,0,benign,benign
2026-09-23 08:00:56,192.168.16.216,robert622@mailservice.net,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,IN,64,dev_52583,0,benign,benign
2026-09-23 08:00:56,192.168.36.190,aravind@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,GB,184,dev_36142,0,benign,benign
2026-09-23 08:00:56,192.168.15.169,sneha@corp.local,/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,GB,97,dev_28564,0,benign,benign
2026-09-23 08:00:57,192.168.21.119,daniel@mailservice.net,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,AU,153,dev_82498,0,benign,benign
2026-09-23 08:00:57,192.168.45.159,ian469@mailservice.net,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,US,99,dev_41994,0,benign,benign
2026-09-23 08:00:57,192.168.32.163,frank@example.com,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,CA,217,dev_19872,0,benign,benign
2026-09-23 08:00:57,192.168.38.33,james@corp.local,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,AU,185,dev_52310,0,benign,benign
2026-09-23 08:00:58,192.168.12.168,george@techhub.io,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,US,185,dev_29844,0,benign,benign
2026-09-23 08:00:58,192.168.32.175,ian@corp.local,/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,US,140,dev_69740,0,benign,benign
2026-09-23 08:00:59,192.168.21.142,karen@corp.local,/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,IN,117,dev_18324,0,benign,benign
2026-09-23 08:00:59,192.168.33.254,ursula@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,DE,132,dev_29566,0,benign,benign
2026-09-23 08:01:00,192.168.33.254,ursula@corp.local,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,US,170,dev_29566,0,benign,benign
2026-09-23 08:01:01,192.168.11.18,priya@corp.local,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,IN,62,dev_46715,0,benign,benign
2026-09-23 08:01:01,192.168.16.197,yasmin@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,GB,196,dev_75288,0,benign,benign
2026-09-23 08:01:01,192.168.35.236,thomas784@cloudsec.org,/api/v1/auth/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",200,JP,205,dev_20324,0,benign,benign
2026-09-23 08:01:01,192.168.39.155,kevin784@corp.local,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,US,145,dev_25776,0,benign,benign
2026-09-23 08:01:01,192.168.21.253,david@example.com,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,US,149,dev_17505,0,benign,benign
2026-09-23 08:01:02,192.168.46.142,henry@techhub.io,/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,IN,175,dev_70710,0,benign,benign
2026-09-23 08:01:02,192.168.10.219,charlie@corp.local,/api/v1/auth/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:123.0) Gecko/20100101 Firefox/123.0,200,US,162,dev_23801,0,benign,benign
2026-09-23 08:01:03,192.168.4.83,oscar674@corp.local,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",200,CA,66,dev_98330,0,benign,benign
2026-09-23 08:01:03,192.168.17.194,deepak@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_3_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",200,CA,161,dev_95503,0,benign,benign
2026-09-23 08:01:03,192.168.44.131,nina@cloudsec.org,/login,"Mozilla/5.0 (Linux; Android 14; SM-S918B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.64 Mobile Safari/537.36",200,GB,131,dev_16949,0,benign,benign
2026-09-23 08:01:04,192.168.37.143,elena@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/122.0.2365.52",200,FR,180,dev_81817,0,benign,benign
2026-09-23 08:01:04,192.168.23.144,henry476@techhub.io,/api/v1/auth/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36",401,GB,275,dev_76275,0,benign,benign
